,educ,docc03,wageotc,count,wbhaom,female,region,age,citistat
13117,Some college,Construction and extraction occupations,17.65999984741211,3214.35791015625,Asian,Female,West,35-45 yr,"Foreign born, naturalized US citizen"
13118,High school,Construction and extraction occupations,38.06810145892288,21039.542236328125,White,Male,West,45-55 yr,"Foreign born, not a US citizen"
13119,Some college,Healthcare practitioner and technical occupations,52.875,5860.6083984375,Multiple races,Male,West,45-55 yr,"Native, born in US"
13120,Advanced,Architecture and engineering occupations,40.384498596191406,2947.77294921875,Multiple races,Male,West,55-65 yr,"Native, born in US"
13121,High school,Production occupations,61.8464065833437,18566.69970703125,White,Male,West,35-45 yr,"Foreign born, not a US citizen"
13122,College,Sales and related occupations,17.88372039794922,2731.247802734375,White,Male,West,55-65 yr,"Foreign born, not a US citizen"
13123,High school,Management occupations,15.0,4185.78955078125,Hispanic,Male,West,25-35 yr,"Foreign born, naturalized US citizen"
13124,Less than high school,Production occupations,20.25,4366.69091796875,Black,Male,West,<25 yr,"Foreign born, not a US citizen"
13125,High school,Office and administrative support occupations,15.449999809265137,3409.1171875,White,Female,West,55-65 yr,"Foreign born, naturalized US citizen"
13126,Less than high school,"Life, physical, and social science occupations",31.725000381469727,4345.4951171875,Hispanic,Male,West,25-35 yr,"Foreign born, not a US citizen"
13127,High school,Production occupations,16.663498779901957,36285.291748046875,Hispanic,Female,West,35-45 yr,"Foreign born, naturalized US citizen"
13128,Some college,Transportation and material moving occupations,9.75,3304.42529296875,Hispanic,Female,West,<25 yr,"Foreign born, not a US citizen"
13129,Less than high school,"Farming, fishing, and forestry occupations",12.564236932826695,20344.87255859375,Hispanic,Male,West,45-55 yr,"Native, born in US"
13130,Some college,Protective service occupations,17.202908357800005,11619.635498046875,White,Female,West,<25 yr,"Native, born in US"
13131,Some college,Personal care and service occupations,9.0,3166.8876953125,White,Female,West,<25 yr,"Native, born abroad with American parent(s)"
13132,High school,Healthcare support occupations,11.716666221618652,3930.54443359375,Asian,Female,West,25-35 yr,"Foreign born, not a US citizen"
13133,Less than high school,"Farming, fishing, and forestry occupations",17.307498931884766,3717.0908203125,Asian,Male,West,25-35 yr,"Foreign born, naturalized US citizen"
13134,Less than high school,Production occupations,19.786264918377206,36356.313720703125,White,Female,West,55-65 yr,"Native, born in US"
13135,High school,Transportation and material moving occupations,28.825000762939453,3767.30029296875,White,Male,West,35-45 yr,"Foreign born, not a US citizen"
13136,High school,Sales and related occupations,19.0,7235.76416015625,Multiple races,Male,West,65+ yr,"Native, born in US"
13137,Advanced,Protective service occupations,33.77978076334327,7034.3106689453125,White,Female,West,35-45 yr,"Native, born in US"
13138,Some college,Production occupations,45.5,13175.33203125,White,Male,Midwest,55-65 yr,"Foreign born, naturalized US citizen"
13139,Advanced,Community and social service occupations,15.375,26464.35546875,Black,Male,Midwest,25-35 yr,"Foreign born, not a US citizen"
13140,College,Architecture and engineering occupations,40.795309993020155,105427.80126953125,White,Female,Midwest,35-45 yr,"Native, born in US"
13141,Advanced,"Life, physical, and social science occupations",140.1122283935547,13542.267578125,White,Male,Midwest,65+ yr,"Foreign born, naturalized US citizen"
13142,Advanced,Healthcare support occupations,66.38561235136181,29865.36328125,White,Female,Midwest,55-65 yr,"Foreign born, naturalized US citizen"
13143,Some college,Transportation and material moving occupations,15.0,22710.078125,Asian,Male,Midwest,35-45 yr,"Foreign born, not a US citizen"
13144,College,Computer and mathematical science occupations,34.849998474121094,21920.197265625,Asian,Female,Midwest,35-45 yr,"Foreign born, not a US citizen"
13145,High school,Office and administrative support occupations,12.0,16201.0380859375,Hispanic,Female,Midwest,55-65 yr,"Native, born in US"
13146,High school,Sales and related occupations,15.627563532605944,72875.66711425781,Hispanic,Female,Midwest,25-35 yr,"Native, born in US"
13147,Some college,Office and administrative support occupations,52.875,21801.111328125,Hispanic,Male,Midwest,55-65 yr,"Foreign born, naturalized US citizen"
13148,Some college,Sales and related occupations,17.522402187749588,33912.2021484375,Asian,Female,Midwest,55-65 yr,"Foreign born, naturalized US citizen"
13149,High school,Production occupations,14.826570657038829,23622.423828125,Hispanic,Male,Midwest,45-55 yr,"Native, born in Puerto Rico or other US island areas"
13150,College,Food preparation and serving related occupations,21.0,27615.798828125,Multiple races,Male,Midwest,45-55 yr,"Native, born in US"
13151,Advanced,Management occupations,51.28199768066406,19581.841796875,Asian,Male,Midwest,35-45 yr,"Native, born abroad with American parent(s)"
13152,College,Management occupations,50.0,21318.271484375,Asian,Female,Midwest,35-45 yr,"Native, born abroad with American parent(s)"
13153,High school,Office and administrative support occupations,11.408319823411215,35302.708984375,Hispanic,Female,Midwest,35-45 yr,"Foreign born, naturalized US citizen"
13154,Some college,Healthcare practitioner and technical occupations,14.0,18744.505859375,Asian,Female,Midwest,<25 yr,"Native, born in US"
13155,College,Management occupations,53.84600067138672,44501.12890625,Multiple races,Female,Midwest,<25 yr,"Native, born in US"
13156,Advanced,Healthcare practitioner and technical occupations,34.85408494155456,27727.0537109375,Black,Female,Midwest,45-55 yr,"Foreign born, naturalized US citizen"
13157,Advanced,Healthcare practitioner and technical occupations,64.38875692397701,32451.3564453125,Black,Male,Midwest,65+ yr,"Foreign born, naturalized US citizen"
13158,Some college,"Installation, maintenance, and repair occupations",16.0,18741.4375,Black,Female,Midwest,45-55 yr,"Native, born in US"
13159,Less than high school,Building and grounds cleaning and maintenance occupations,10.100000381469727,19356.626953125,Hispanic,Male,Midwest,55-65 yr,"Native, born in US"
13160,College,Sales and related occupations,19.600000381469727,14748.9521484375,Black,Male,Midwest,55-65 yr,"Foreign born, naturalized US citizen"
13161,College,Sales and related occupations,16.260000228881836,18737.16015625,Black,Female,Midwest,45-55 yr,"Foreign born, not a US citizen"
13162,College,Management occupations,32.66840791417066,35297.298828125,Hispanic,Female,Midwest,45-55 yr,"Foreign born, naturalized US citizen"
13163,Less than high school,Production occupations,27.452381134033203,18945.951171875,Hispanic,Female,Midwest,55-65 yr,"Native, born in Puerto Rico or other US island areas"
13164,High school,Sales and related occupations,19.0,22223.04296875,Hispanic,Male,Midwest,25-35 yr,"Foreign born, not a US citizen"
13165,Some college,Transportation and material moving occupations,41.253499580918614,31116.7255859375,Hispanic,Male,Midwest,45-55 yr,"Native, born in US"
13166,Advanced,Healthcare practitioner and technical occupations,28.618895317071935,94050.564453125,Black,Female,Midwest,25-35 yr,"Native, born in US"
13167,High school,Sales and related occupations,13.838631459016174,25818.326171875,White,Female,Midwest,55-65 yr,"Foreign born, naturalized US citizen"
13168,Some college,Business and financial operations occupations,20.0,18437.583984375,Hispanic,Male,Midwest,45-55 yr,"Foreign born, naturalized US citizen"
13169,Some college,Production occupations,16.825000762939453,16141.2919921875,Asian,Female,Midwest,45-55 yr,"Native, born in US"
13170,College,Sales and related occupations,20.491684793693413,32694.044921875,Hispanic,Female,Midwest,35-45 yr,"Foreign born, not a US citizen"
13171,College,Sales and related occupations,24.038249969482422,16454.93359375,Black,Male,Midwest,55-65 yr,"Foreign born, not a US citizen"
13172,Some college,Management occupations,22.944386746747416,41363.166015625,Hispanic,Male,Midwest,25-35 yr,"Native, born in US"
13173,Advanced,Business and financial operations occupations,38.45000076293945,14449.5751953125,White,Male,Midwest,45-55 yr,"Foreign born, naturalized US citizen"
13174,Advanced,Business and financial operations occupations,121.42476654052734,13674.2177734375,Asian,Female,Midwest,45-55 yr,"Foreign born, naturalized US citizen"
13175,High school,Transportation and material moving occupations,14.0,18104.55078125,Asian,Female,Midwest,35-45 yr,"Foreign born, not a US citizen"
13176,College,Healthcare practitioner and technical occupations,50.0,15213.869140625,White,Male,Midwest,45-55 yr,"Foreign born, naturalized US citizen"
13177,College,Management occupations,28.82844236613068,36970.810546875,Hispanic,Male,Midwest,25-35 yr,"Native, born in US"
13178,Advanced,Community and social service occupations,24.248017279555512,31942.08203125,Hispanic,Female,Midwest,25-35 yr,"Native, born in US"
13179,Less than high school,Food preparation and serving related occupations,12.581222001490206,21728.47314453125,Hispanic,Female,Midwest,55-65 yr,"Foreign born, naturalized US citizen"
13180,Some college,Healthcare support occupations,14.0,16524.90234375,Asian,Female,Midwest,45-55 yr,"Foreign born, naturalized US citizen"
13181,High school,Building and grounds cleaning and maintenance occupations,8.875384330749512,15020.509765625,Asian,Male,Midwest,55-65 yr,"Foreign born, naturalized US citizen"
13182,Some college,"Installation, maintenance, and repair occupations",26.203290119979876,79276.9345703125,Black,Male,Midwest,45-55 yr,"Native, born in US"
13183,College,Management occupations,80.8719311269434,35694.162109375,White,Male,Midwest,25-35 yr,"Foreign born, not a US citizen"
13184,College,Architecture and engineering occupations,56.456519399082886,41650.97595214844,Asian,Male,Midwest,35-45 yr,"Foreign born, not a US citizen"
13185,College,Transportation and material moving occupations,25.722905562773096,65304.958984375,Hispanic,Male,Midwest,25-35 yr,"Native, born in US"
13186,Less than high school,"Installation, maintenance, and repair occupations",19.149999618530273,15900.3505859375,Hispanic,Male,Midwest,45-55 yr,"Native, born in US"
13187,High school,Building and grounds cleaning and maintenance occupations,13.0,16207.4697265625,Hispanic,Male,Midwest,45-55 yr,"Foreign born, not a US citizen"
13188,High school,Personal care and service occupations,60.17499923706055,14933.939453125,Hispanic,Female,Midwest,45-55 yr,"Foreign born, not a US citizen"
13189,High school,Community and social service occupations,76.9000015258789,15634.4033203125,Hispanic,Male,Midwest,55-65 yr,"Foreign born, naturalized US citizen"
13190,Advanced,Healthcare support occupations,33.650001525878906,14489.77734375,White,Female,Midwest,45-55 yr,"Foreign born, naturalized US citizen"
13191,High school,Building and grounds cleaning and maintenance occupations,13.0,21489.14453125,Hispanic,Male,Midwest,35-45 yr,"Foreign born, naturalized US citizen"
13192,Less than high school,Management occupations,28.212735037668885,32687.1640625,White,Male,Midwest,55-65 yr,"Native, born in US"
13193,Less than high school,Food preparation and serving related occupations,10.68279285356705,31844.48779296875,Asian,Male,Midwest,<25 yr,"Foreign born, not a US citizen"
13194,Less than high school,Production occupations,23.741883445535358,31421.0908203125,Hispanic,Male,Midwest,65+ yr,"Foreign born, not a US citizen"
13195,College,Healthcare practitioner and technical occupations,43.0,16922.248046875,Asian,Female,Midwest,65+ yr,"Native, born in US"
13196,High school,Production occupations,14.0,32884.7578125,White,Female,Midwest,25-35 yr,"Foreign born, naturalized US citizen"
13197,College,"Arts, design, entertainment, sports, and media occupations",36.420798892615494,32895.79296875,Hispanic,Female,Midwest,45-55 yr,"Native, born in US"
13198,College,Transportation and material moving occupations,12.0,20185.068359375,Black,Female,Midwest,25-35 yr,"Foreign born, not a US citizen"
13199,College,Food preparation and serving related occupations,12.0,20185.068359375,Black,Female,Midwest,25-35 yr,"Foreign born, not a US citizen"
13200,Some college,Healthcare practitioner and technical occupations,28.0,14808.5048828125,Black,Male,Midwest,45-55 yr,"Foreign born, not a US citizen"
13201,Some college,Healthcare practitioner and technical occupations,34.07174301019429,17256.123413085938,Black,Female,Midwest,45-55 yr,"Foreign born, naturalized US citizen"
13202,Some college,Computer and mathematical science occupations,29.32674789428711,19397.3828125,White,Male,Midwest,25-35 yr,"Foreign born, naturalized US citizen"
13203,Some college,Transportation and material moving occupations,15.5,16315.4794921875,White,Female,Midwest,25-35 yr,"Foreign born, naturalized US citizen"
13204,High school,Production occupations,25.0,17506.80078125,Asian,Male,Midwest,65+ yr,"Foreign born, naturalized US citizen"
13205,High school,Healthcare support occupations,14.0,11850.525390625,White,Female,Midwest,65+ yr,"Foreign born, naturalized US citizen"
13206,High school,Office and administrative support occupations,19.230749130249023,22082.4609375,Asian,Female,Midwest,<25 yr,"Foreign born, naturalized US citizen"
13207,Some college,Healthcare support occupations,13.449999809265137,16824.263671875,White,Female,Midwest,35-45 yr,"Foreign born, naturalized US citizen"
13208,High school,Personal care and service occupations,12.740393954728322,35742.8759765625,White,Female,Midwest,45-55 yr,"Foreign born, not a US citizen"
13209,College,Business and financial operations occupations,112.08978271484375,15358.2880859375,Hispanic,Male,Midwest,55-65 yr,"Foreign born, naturalized US citizen"
13210,Some college,Construction and extraction occupations,31.651900984397773,49471.9794921875,Hispanic,Male,Midwest,25-35 yr,"Native, born in US"
13211,Less than high school,Management occupations,14.5,15228.1552734375,Hispanic,Male,Midwest,45-55 yr,"Native, born in US"
13212,College,Management occupations,14.0,15900.3505859375,Hispanic,Male,Midwest,35-45 yr,"Foreign born, not a US citizen"
13213,Some college,Office and administrative support occupations,27.68000030517578,17607.40234375,Asian,Female,Midwest,35-45 yr,"Foreign born, not a US citizen"
13214,Some college,Food preparation and serving related occupations,21.0,15826.3046875,Asian,Female,Midwest,55-65 yr,"Foreign born, not a US citizen"
13215,Some college,Computer and mathematical science occupations,24.0,24776.17578125,Hispanic,Male,Midwest,<25 yr,"Native, born in US"
13216,Some college,Office and administrative support occupations,33.653751373291016,14670.1943359375,Hispanic,Female,Midwest,45-55 yr,"Foreign born, naturalized US citizen"
13217,Some college,Production occupations,36.55268461998956,30537.8125,Hispanic,Male,Midwest,55-65 yr,"Foreign born, naturalized US citizen"
13218,Less than high school,Transportation and material moving occupations,20.0,11201.43359375,Black,Female,Midwest,45-55 yr,"Native, born in US"
13219,High school,Healthcare practitioner and technical occupations,15.786224955248418,36949.927734375,Hispanic,Female,Midwest,25-35 yr,"Native, born in US"
13220,High school,Healthcare support occupations,13.0,13829.2392578125,Black,Male,Midwest,45-55 yr,"Foreign born, naturalized US citizen"
13221,College,Healthcare support occupations,11.149999618530273,11973.4814453125,Multiple races,Male,Midwest,55-65 yr,"Foreign born, naturalized US citizen"
13222,Some college,Production occupations,15.473609079282861,21035.0107421875,Black,Female,Midwest,55-65 yr,"Native, born in US"
13223,Advanced,"Life, physical, and social science occupations",30.207998275756836,16914.453125,Hispanic,Male,Midwest,25-35 yr,"Native, born in US"
13224,High school,Computer and mathematical science occupations,36.13599411706685,26421.40234375,White,Female,Midwest,55-65 yr,"Native, born in US"
13225,Advanced,"Farming, fishing, and forestry occupations",15.0,13194.275390625,White,Male,Midwest,55-65 yr,"Native, born in US"
13226,Some college,Healthcare practitioner and technical occupations,17.92690944445571,40224.951171875,Black,Female,Midwest,<25 yr,"Native, born in US"
13227,College,Architecture and engineering occupations,47.966548175425864,24201.767578125,White,Male,Midwest,45-55 yr,"Foreign born, naturalized US citizen"
13228,Some college,"Installation, maintenance, and repair occupations",12.0,13991.0654296875,Black,Female,Midwest,25-35 yr,"Native, born in US"
13229,College,Business and financial operations occupations,120.04493360727069,56960.8232421875,Black,Male,Midwest,35-45 yr,"Native, born in US"
13230,College,Healthcare practitioner and technical occupations,33.2967152387036,32084.625,Black,Female,Midwest,35-45 yr,"Foreign born, not a US citizen"
13231,College,Sales and related occupations,42.862273164779545,44112.1044921875,Hispanic,Female,Midwest,25-35 yr,"Native, born in US"
13232,Advanced,Office and administrative support occupations,20.000047865619305,57319.896484375,Black,Female,Midwest,45-55 yr,"Native, born in US"
13233,High school,Personal care and service occupations,4.44444465637207,14488.0087890625,White,Female,Midwest,<25 yr,"Foreign born, not a US citizen"
13234,Some college,Business and financial operations occupations,16.203298030982335,38154.2265625,Black,Female,Midwest,55-65 yr,"Native, born in US"
13235,Less than high school,Food preparation and serving related occupations,10.0,31146.703125,Asian,Male,Midwest,<25 yr,"Native, born in US"
13236,Some college,Office and administrative support occupations,12.911364285976903,24701.923828125,Asian,Female,Midwest,<25 yr,"Native, born in US"
13237,Less than high school,Transportation and material moving occupations,12.5,10682.3759765625,Hispanic,Female,Midwest,25-35 yr,"Native, born in US"
13238,High school,"Education, training, and library occupations",35.9375,14961.5927734375,White,Male,Midwest,35-45 yr,"Native, born in US"
13239,Less than high school,Production occupations,15.039519812024182,86183.48876953125,Hispanic,Male,Midwest,<25 yr,"Native, born in US"
13240,College,Production occupations,20.578750610351562,14033.2373046875,Asian,Female,Midwest,55-65 yr,"Foreign born, naturalized US citizen"
13241,High school,Transportation and material moving occupations,12.0,17288.3203125,White,Male,Midwest,<25 yr,"Native, born abroad with American parent(s)"
13242,High school,Personal care and service occupations,11.0,21819.052734375,Multiple races,Female,Midwest,<25 yr,"Native, born in US"
13243,College,Sales and related occupations,19.613413089764865,62025.728515625,Black,Female,Midwest,45-55 yr,"Native, born in US"
13244,High school,Building and grounds cleaning and maintenance occupations,18.760000228881836,10344.044921875,Asian,Female,Midwest,45-55 yr,"Foreign born, not a US citizen"
13245,High school,Building and grounds cleaning and maintenance occupations,21.713251550413794,19197.32666015625,Asian,Male,Midwest,45-55 yr,"Foreign born, naturalized US citizen"
13246,High school,Transportation and material moving occupations,13.263791134386867,115010.037109375,Asian,Male,Midwest,<25 yr,"Native, born in US"
13247,High school,Office and administrative support occupations,18.775455972836347,25776.78564453125,Asian,Male,Midwest,25-35 yr,"Native, born in US"
13248,Some college,Management occupations,41.681890089708496,22146.3173828125,Asian,Male,Midwest,45-55 yr,"Foreign born, naturalized US citizen"
13249,High school,Computer and mathematical science occupations,24.038249969482422,10714.14453125,Black,Male,Midwest,35-45 yr,"Native, born in US"
13250,Some college,Community and social service occupations,21.147784160391605,41545.9296875,White,Male,Midwest,<25 yr,"Native, born in US"
13251,High school,Production occupations,18.201281980266213,42911.212890625,Hispanic,Female,Midwest,<25 yr,"Foreign born, not a US citizen"
13252,Less than high school,Transportation and material moving occupations,15.156000515223482,75398.630859375,Hispanic,Male,Midwest,25-35 yr,"Foreign born, not a US citizen"
13253,High school,Architecture and engineering occupations,28.23723812952863,47301.5498046875,White,Female,Midwest,35-45 yr,"Native, born in US"
13254,Less than high school,Protective service occupations,7.5,12414.787109375,White,Female,Midwest,45-55 yr,"Native, born in US"
13255,Less than high school,"Farming, fishing, and forestry occupations",14.770750931682974,19106.8583984375,White,Male,Midwest,25-35 yr,"Native, born in US"
13256,Some college,"Farming, fishing, and forestry occupations",25.950921771455715,43061.25537109375,White,Male,Midwest,65+ yr,"Native, born in US"
13257,High school,Personal care and service occupations,12.75,12111.9326171875,Hispanic,Male,Midwest,<25 yr,"Native, born in US"
13258,Less than high school,Transportation and material moving occupations,23.31999969482422,11011.7470703125,Hispanic,Male,Midwest,45-55 yr,"Native, born in US"
13259,Advanced,Healthcare practitioner and technical occupations,53.0,9472.6474609375,Asian,Female,Midwest,45-55 yr,"Native, born in US"
13260,High school,Sales and related occupations,29.751584679464784,30448.90625,Hispanic,Male,Midwest,35-45 yr,"Native, born in Puerto Rico or other US island areas"
13261,Some college,Sales and related occupations,10.75,13498.0029296875,Black,Male,Midwest,35-45 yr,"Native, born in US"
13262,College,Community and social service occupations,20.432498931884766,10732.486328125,Hispanic,Female,Midwest,25-35 yr,"Foreign born, not a US citizen"
13263,High school,Food preparation and serving related occupations,13.258423855803745,57937.5849609375,Black,Female,Midwest,35-45 yr,"Native, born in US"
13264,College,Personal care and service occupations,13.178468426319847,21719.22900390625,White,Male,Midwest,65+ yr,"Native, born in US"
13265,Some college,"Installation, maintenance, and repair occupations",23.732425156603263,31452.81005859375,White,Female,Midwest,35-45 yr,"Native, born in US"
13266,High school,Office and administrative support occupations,15.67099960786382,100596.443359375,Black,Female,Midwest,35-45 yr,"Native, born in US"
13267,College,Management occupations,25.640888214111328,10345.263671875,Asian,Male,Midwest,65+ yr,"Foreign born, naturalized US citizen"
13268,Less than high school,Building and grounds cleaning and maintenance occupations,7.5,7617.03125,Hispanic,Female,Midwest,35-45 yr,"Native, born in US"
13269,High school,"Installation, maintenance, and repair occupations",18.8700008392334,8245.2607421875,Hispanic,Female,Midwest,25-35 yr,"Native, born in US"
13270,Some college,Management occupations,25.61151609932821,16698.56591796875,Native American,Female,Midwest,65+ yr,"Native, born in US"
13271,High school,Business and financial operations occupations,13.0,8938.630859375,Hispanic,Female,Midwest,55-65 yr,"Foreign born, not a US citizen"
13272,High school,Food preparation and serving related occupations,13.0,8737.8984375,Hispanic,Male,Midwest,65+ yr,"Foreign born, not a US citizen"
13273,Some college,"Installation, maintenance, and repair occupations",13.684210777282715,8766.9072265625,Hispanic,Male,Midwest,<25 yr,"Foreign born, not a US citizen"
13274,College,Office and administrative support occupations,42.5,9381.806640625,White,Male,Midwest,25-35 yr,"Foreign born, naturalized US citizen"
13275,Advanced,Food preparation and serving related occupations,16.826749801635742,7860.162109375,Asian,Male,Midwest,25-35 yr,"Foreign born, not a US citizen"
13276,Advanced,Computer and mathematical science occupations,140.1122283935547,10345.263671875,Asian,Male,Midwest,65+ yr,"Foreign born, not a US citizen"
13277,Some college,Production occupations,37.5,8381.7119140625,Hispanic,Male,Midwest,25-35 yr,"Foreign born, not a US citizen"
13278,Less than high school,Food preparation and serving related occupations,11.049991293954372,22428.5146484375,Black,Female,Midwest,25-35 yr,"Native, born in US"
13279,Advanced,"Education, training, and library occupations",28.845998764038086,7012.076171875,Asian,Female,Midwest,25-35 yr,"Native, born in US"
13280,Less than high school,Food preparation and serving related occupations,10.290506630772496,12854.99169921875,White,Female,Midwest,65+ yr,"Native, born in US"
13281,High school,Construction and extraction occupations,7.691999912261963,13609.2109375,Multiple races,Male,Midwest,45-55 yr,"Native, born in US"
13282,Some college,Office and administrative support occupations,14.317123376894571,9423.3212890625,White,Female,Midwest,25-35 yr,"Native, born abroad with American parent(s)"
13283,Advanced,"Farming, fishing, and forestry occupations",12.274892807006836,9004.6416015625,White,Male,Midwest,25-35 yr,"Native, born in US"
13284,Some college,"Education, training, and library occupations",20.0,9941.08984375,Asian,Female,Midwest,25-35 yr,"Native, born in US"
13285,College,Management occupations,14.0,14060.2265625,Native American,Male,Midwest,45-55 yr,"Native, born in US"
13286,College,Healthcare practitioner and technical occupations,42.73500061035156,13807.2177734375,Asian,Male,Midwest,25-35 yr,"Native, born in US"
13287,Less than high school,Office and administrative support occupations,12.5,13250.3828125,Black,Male,South,65+ yr,"Foreign born, not a US citizen"
13288,High school,"Installation, maintenance, and repair occupations",15.300000190734863,12867.28515625,Black,Female,South,45-55 yr,"Native, born in US"
13289,Some college,Production occupations,15.904438750928058,45831.40234375,Black,Female,South,25-35 yr,"Foreign born, not a US citizen"
13290,Advanced,Community and social service occupations,33.37786871728639,32421.21484375,Hispanic,Male,South,25-35 yr,"Native, born in US"
13291,High school,Building and grounds cleaning and maintenance occupations,15.270000457763672,18033.3125,Multiple races,Female,South,25-35 yr,"Native, born in US"
13292,Less than high school,Building and grounds cleaning and maintenance occupations,13.0,26960.01171875,Multiple races,Female,South,<25 yr,"Native, born in US"
13293,High school,Personal care and service occupations,10.0,9677.029296875,Asian,Male,South,<25 yr,"Foreign born, not a US citizen"
13294,Advanced,Office and administrative support occupations,31.25,10652.576171875,Black,Female,South,<25 yr,"Native, born in US"
13295,Advanced,Healthcare practitioner and technical occupations,44.230751037597656,6596.7080078125,Hispanic,Female,South,45-55 yr,"Native, born abroad with American parent(s)"
13296,High school,Business and financial operations occupations,18.200000762939453,7423.994140625,Asian,Male,South,25-35 yr,"Native, born in US"
13297,Advanced,Healthcare practitioner and technical occupations,51.6472747304607,21769.27734375,Asian,Male,South,35-45 yr,"Foreign born, naturalized US citizen"
13298,Less than high school,"Arts, design, entertainment, sports, and media occupations",19.229999542236328,6757.79248046875,Hispanic,Male,South,65+ yr,"Foreign born, not a US citizen"
13299,Less than high school,Sales and related occupations,12.092001435165853,14934.576171875,Black,Female,South,65+ yr,"Native, born in US"
13300,Advanced,Computer and mathematical science occupations,40.359326700113684,92370.6044921875,Asian,Female,South,35-45 yr,"Foreign born, not a US citizen"
13301,College,Management occupations,54.517041397834326,25780.53515625,Black,Female,South,65+ yr,"Native, born in US"
13302,High school,Computer and mathematical science occupations,62.5,5712.76123046875,White,Male,South,55-65 yr,"Foreign born, naturalized US citizen"
13303,Less than high school,Construction and extraction occupations,11.909669112049919,47676.00341796875,Black,Male,South,25-35 yr,"Native, born in US"
13304,High school,Personal care and service occupations,20.218026392098526,27838.69873046875,Hispanic,Female,South,55-65 yr,"Foreign born, naturalized US citizen"
13305,Less than high school,"Education, training, and library occupations",12.370444616868522,32833.2412109375,Black,Female,South,<25 yr,"Native, born in US"
13306,Less than high school,Construction and extraction occupations,17.07679727089556,69530.0205078125,Black,Male,South,45-55 yr,"Native, born in US"
13307,Less than high school,Management occupations,28.25656411737712,38220.15625,White,Male,South,35-45 yr,"Native, born in US"
13308,College,Business and financial operations occupations,62.5,4966.126953125,Asian,Female,South,45-55 yr,"Native, born in US"
13309,Some college,Healthcare practitioner and technical occupations,38.33333206176758,6045.91845703125,White,Female,Northeast,65+ yr,"Foreign born, naturalized US citizen"
13310,High school,Building and grounds cleaning and maintenance occupations,14.427709139242932,22605.4775390625,White,Female,Northeast,45-55 yr,"Foreign born, naturalized US citizen"
13311,Advanced,"Education, training, and library occupations",48.41492537963565,86301.05004882812,White,Female,Northeast,45-55 yr,"Foreign born, naturalized US citizen"
13312,High school,Community and social service occupations,26.187790267748483,73374.0400390625,White,Female,Northeast,45-55 yr,"Native, born in US"
13313,College,Architecture and engineering occupations,58.6985976026166,32393.80712890625,White,Female,Northeast,55-65 yr,"Native, born in US"
13314,College,Management occupations,43.84846555217359,19860.97216796875,Hispanic,Male,Northeast,<25 yr,"Native, born in US"
13315,Some college,"Arts, design, entertainment, sports, and media occupations",19.759308630309334,28363.328857421875,White,Female,Northeast,35-45 yr,"Native, born in US"
13316,Some college,Office and administrative support occupations,16.379938441247845,37033.98046875,Asian,Female,South,<25 yr,"Native, born in US"
13317,High school,Computer and mathematical science occupations,26.0,28624.484375,Black,Male,South,<25 yr,"Native, born in US"
13318,College,Legal occupations,69.12366791209165,27320.353515625,White,Male,South,65+ yr,"Native, born in US"
13319,College,Legal occupations,17.5,16834.3671875,White,Female,South,45-55 yr,"Foreign born, naturalized US citizen"
13320,Advanced,"Arts, design, entertainment, sports, and media occupations",57.67499923706055,14945.2666015625,White,Female,South,55-65 yr,"Foreign born, naturalized US citizen"
13321,College,Healthcare practitioner and technical occupations,27.753524930301335,68963.89135742188,Black,Male,South,25-35 yr,"Native, born in US"
13322,Advanced,Healthcare practitioner and technical occupations,34.729995219490085,40020.48083496094,White,Female,South,25-35 yr,"Native, born abroad with American parent(s)"
13323,High school,Healthcare practitioner and technical occupations,18.127346252508172,47767.986328125,White,Male,South,35-45 yr,"Native, born in US"
13324,Advanced,Computer and mathematical science occupations,48.54809981849276,31335.3310546875,Asian,Male,South,55-65 yr,"Foreign born, not a US citizen"
13325,Advanced,Computer and mathematical science occupations,57.6922492980957,15339.0185546875,Asian,Female,South,55-65 yr,"Foreign born, not a US citizen"
13326,Less than high school,Personal care and service occupations,15.0,11717.0185546875,White,Female,South,65+ yr,"Native, born in US"
13327,Advanced,Management occupations,160.12826538085938,15989.1728515625,Hispanic,Male,South,55-65 yr,"Foreign born, not a US citizen"
13328,Advanced,Legal occupations,33.213854824541215,31879.1787109375,Black,Male,South,55-65 yr,"Native, born in US"
13329,Less than high school,Healthcare support occupations,13.0,12948.236328125,Asian,Female,South,45-55 yr,"Foreign born, not a US citizen"
13330,Advanced,Computer and mathematical science occupations,50.09037886092197,41461.7197265625,Asian,Male,South,55-65 yr,"Foreign born, naturalized US citizen"
13331,High school,Business and financial operations occupations,20.211935515006683,31963.220703125,Black,Male,South,45-55 yr,"Native, born in US"
13332,College,"Installation, maintenance, and repair occupations",32.66999696427488,32841.3349609375,Hispanic,Male,South,45-55 yr,"Foreign born, naturalized US citizen"
13333,Some college,Production occupations,32.060001373291016,16261.490234375,Asian,Female,South,35-45 yr,"Native, born in US"
13334,Advanced,Construction and extraction occupations,21.245243993858484,30514.6640625,White,Female,South,35-45 yr,"Native, born in US"
13335,Some college,Office and administrative support occupations,19.229999542236328,16152.4443359375,Asian,Female,South,55-65 yr,"Foreign born, not a US citizen"
13336,Advanced,Office and administrative support occupations,44.871665954589844,14881.3291015625,White,Female,South,35-45 yr,"Foreign born, naturalized US citizen"
